year_film,year_ceremony,ceremony,category,name,film,winner
1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,TRUE
1979,1980,52,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Al Pacino,...And Justice for All,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,TRUE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,TRUE
1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,Breaking Away,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Candice Bergen,Starting Over,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,TRUE
1979,1980,52,ART DIRECTION,"Art Direction:  Michael Seymour, Les Dilley, Roger Christian;  Set Decoration:  Ian Whittaker",Alien,FALSE
1979,1980,52,ART DIRECTION,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,TRUE
1979,1980,52,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",Apocalypse Now,FALSE
1979,1980,52,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  Arthur Jeph Parker,The China Syndrome,FALSE
1979,1980,52,ART DIRECTION,"Art Direction:  Harold Michelson, Joe Jennings, Leon Harris, John Vallone;  Set Decoration:  Linda DeScenna",Star Trek - The Motion Picture,FALSE
1979,1980,52,CINEMATOGRAPHY,Giuseppe Rotunno,All That Jazz,FALSE
1979,1980,52,CINEMATOGRAPHY,Vittorio Storaro,Apocalypse Now,TRUE
1979,1980,52,CINEMATOGRAPHY,Frank Phillips,The Black Hole,FALSE
1979,1980,52,CINEMATOGRAPHY,Nestor Almendros,Kramer vs. Kramer,FALSE
1979,1980,52,CINEMATOGRAPHY,William A. Fraker,1941,FALSE
1979,1980,52,COSTUME DESIGN,Shirley Russell,Agatha,FALSE
1979,1980,52,COSTUME DESIGN,Albert Wolsky,All That Jazz,TRUE
1979,1980,52,COSTUME DESIGN,William Ware Theiss,Butch and Sundance: The Early Days,FALSE
1979,1980,52,COSTUME DESIGN,Judy Moorcroft,The Europeans,FALSE
1979,1980,52,COSTUME DESIGN,"Piero Tosi, Ambra Danon",La Cage aux Folles,FALSE
1979,1980,52,DIRECTING,Bob Fosse,All That Jazz,FALSE
1979,1980,52,DIRECTING,Francis Coppola,Apocalypse Now,FALSE
1979,1980,52,DIRECTING,Peter Yates,Breaking Away,FALSE
1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,TRUE
1979,1980,52,DIRECTING,Edouard Molinaro,La Cage aux Folles,FALSE
1979,1980,52,DOCUMENTARY (Feature),"Ira Wohl, Producer",Best Boy,TRUE
1979,1980,52,DOCUMENTARY (Feature),"David A. Vassar, Producer",Generation on the Wind,FALSE
1979,1980,52,DOCUMENTARY (Feature),"Paul Cowan and Jacques Bobet, Producers",Going the Distance,FALSE
1979,1980,52,DOCUMENTARY (Feature),"Steve Singer and Tom Priestley, Producers",The Killing Ground,FALSE
1979,1980,52,DOCUMENTARY (Feature),"Glenn Silber and Barry Alexander Brown, Producers",The War at Home,FALSE
1979,1980,52,DOCUMENTARY (Short Subject),"Risto Teofilovski, Producer",Dae,FALSE
1979,1980,52,DOCUMENTARY (Short Subject),"Donald A. Connolly and James R. Messenger, Producers",Koryo Celadon,FALSE
1979,1980,52,DOCUMENTARY (Short Subject),"Phillip Borsos, Producer",Nails,FALSE
1979,1980,52,DOCUMENTARY (Short Subject),"Saul J. Turell, Producer",Paul Robeson: Tribute to an Artist,TRUE
1979,1980,52,DOCUMENTARY (Short Subject),"Dick Young, Producer",Remember Me,FALSE
1979,1980,52,FILM EDITING,Alan Heim,All That Jazz,TRUE
1979,1980,52,FILM EDITING,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",Apocalypse Now,FALSE
1979,1980,52,FILM EDITING,Robert Dalva,The Black Stallion,FALSE
1979,1980,52,FILM EDITING,Jerry Greenberg,Kramer vs. Kramer,FALSE
1979,1980,52,FILM EDITING,"Robert L. Wolfe, C. Timothy O'Meara",The Rose,FALSE
1979,1980,52,FOREIGN LANGUAGE FILM,Poland,The Maids of Wilko,FALSE
1979,1980,52,FOREIGN LANGUAGE FILM,Spain,Mama Turns a Hundred,FALSE
1979,1980,52,FOREIGN LANGUAGE FILM,France,A Simple Story,FALSE
1979,1980,52,FOREIGN LANGUAGE FILM,Federal Republic of Germany,The Tin Drum,TRUE
1979,1980,52,FOREIGN LANGUAGE FILM,Italy,To Forget Venice,FALSE
1979,1980,52,MUSIC (Original Score),Lalo Schifrin,The Amityville Horror,FALSE
1979,1980,52,MUSIC (Original Score),Dave Grusin,The Champ,FALSE
1979,1980,52,MUSIC (Original Score),Georges Delerue,A Little Romance,TRUE
1979,1980,52,MUSIC (Original Score),Jerry Goldsmith,Star Trek - The Motion Picture,FALSE
1979,1980,52,MUSIC (Original Score),Henry Mancini,10,FALSE
1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Ralph Burns,All That Jazz,TRUE
1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Patrick Williams,Breaking Away,FALSE
1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams,The Muppet Movie,FALSE
1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman,The Promise,FALSE
1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Norman Gimbel,Norma Rae,TRUE
1979,1980,52,MUSIC (Original Song),Music by Henry Mancini; Lyric by Robert Wells,10,FALSE
1979,1980,52,MUSIC (Original Song),Music and Lyric by Paul Williams and Kenny Ascher,The Muppet Movie,FALSE
1979,1980,52,MUSIC (Original Song),Music by Marvin Hamlisch; Lyric by Carole Bayer Sager,Ice Castles,FALSE
1979,1980,52,BEST PICTURE,"Robert Alan Aurthur, Producer",All That Jazz,FALSE
1979,1980,52,BEST PICTURE,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",Apocalypse Now,FALSE
1979,1980,52,BEST PICTURE,"Peter Yates, Producer",Breaking Away,FALSE
1979,1980,52,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,TRUE
1979,1980,52,BEST PICTURE,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,FALSE
1979,1980,52,SHORT FILM (Animated),"Bob Godfrey and Zlatko Grgic, Producers",Dream Doll,FALSE
1979,1980,52,SHORT FILM (Animated),"Derek Lamb, Producer",Every Child,TRUE
1979,1980,52,SHORT FILM (Animated),"Paul Fierlinger, Producer",It's So Nice to Have a Wolf around the House,FALSE
1979,1980,52,SHORT FILM (Live Action),"Sarah Pillsbury and Ron Ellis, Producers",Board and Care,TRUE
1979,1980,52,SHORT FILM (Live Action),"Roman Kroitor and Stefan Wodoslawsky, Producers",Bravery in the Field,FALSE
1979,1980,52,SHORT FILM (Live Action),"Carol Lowell and Ross Lowell, Producers","Oh Brother, My Brother",FALSE
1979,1980,52,SHORT FILM (Live Action),"Saul Bass and Michael Britton, Producers",The Solar Film,FALSE
1979,1980,52,SHORT FILM (Live Action),"Harry Mathias, Jay Zukerman and Larry Hankin, Producers",Solly's Diner,FALSE
1979,1980,52,SOUND,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",Apocalypse Now,TRUE
1979,1980,52,SOUND,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton",The Electric Horseman,FALSE
1979,1980,52,SOUND,"William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon",Meteor,FALSE
1979,1980,52,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",1941,FALSE
1979,1980,52,SOUND,"Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb",The Rose,FALSE
1979,1980,52,VISUAL EFFECTS,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",Alien,TRUE
1979,1980,52,VISUAL EFFECTS,"Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale",The Black Hole,FALSE
1979,1980,52,VISUAL EFFECTS,"Derek Meddings, Paul Wilson, John Evans",Moonraker,FALSE
1979,1980,52,VISUAL EFFECTS,"William A. Fraker, A. D. Flowers, Gregory Jein",1941,FALSE
1979,1980,52,VISUAL EFFECTS,"Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune",Star Trek - The Motion Picture,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"John Milius, Francis Coppola",Apocalypse Now,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Robert Benton,Kramer vs. Kramer,TRUE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret",La Cage aux Folles,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Allan Burns,A Little Romance,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Irving Ravetch, Harriet Frank, Jr.",Norma Rae,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Robert Alan Aurthur, Bob Fosse",All That Jazz,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Valerie Curtin, Barry Levinson",...And Justice for All,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),Steve Tesich,Breaking Away,TRUE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Mike Gray, T.S. Cook, James Bridges",The China Syndrome,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Woody Allen, Marshall Brickman",Manhattan,FALSE
1979,1980,52,SPECIAL ACHIEVEMENT AWARD (Sound Editing),Alan Splet,The Black Stallion,TRUE
1979,1980,52,JEAN HERSHOLT HUMANITARIAN AWARD,Robert Benjamin,,TRUE
1979,1980,52,HONORARY AWARD, Alec Guinness for advancing the art of screen acting through a host of memorable and distinguished performances.,,TRUE
1979,1980,52,HONORARY AWARD, Hal Elias for his dedication and distinguished service to the Academy of Motion Picture Arts and Sciences.,,TRUE
1979,1980,52,IRVING G. THALBERG MEMORIAL AWARD,Ray Stark,,TRUE
1980,1981,53,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,TRUE
1980,1981,53,ACTOR IN A LEADING ROLE,Robert Duvall,The Great Santini,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,Jack Lemmon,Tribute,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,Peter O'Toole,The Stunt Man,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,TRUE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,TRUE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,Private Benjamin,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,Resurrection,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,Inside Moves,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,Melvin and Howard,TRUE
1980,1981,53,ART DIRECTION,Art Direction:  John W. Corso;  Set Decoration:  John M. Dwyer,Coal Miner's Daughter,FALSE
1980,1981,53,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Cartwright;  Set Decoration:  Hugh Scaife",The Elephant Man,FALSE
1980,1981,53,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins;  Set Decoration:  Michael Ford",The Empire Strikes Back,FALSE
1980,1981,53,ART DIRECTION,Yoshiro Muraki,Kagemusha (The Shadow Warrior),FALSE
1980,1981,53,ART DIRECTION,"Art Direction:  Pierre Guffroy, Jack Stephens",Tess,TRUE
1980,1981,53,CINEMATOGRAPHY,Nestor Almendros,The Blue Lagoon,FALSE
1980,1981,53,CINEMATOGRAPHY,Ralf D. Bode,Coal Miner's Daughter,FALSE
1980,1981,53,CINEMATOGRAPHY,James Crabe,The Formula,FALSE
1980,1981,53,CINEMATOGRAPHY,Michael Chapman,Raging Bull,FALSE
1980,1981,53,CINEMATOGRAPHY,"Geoffrey Unsworth, Ghislain Cloquet",Tess,TRUE
1980,1981,53,COSTUME DESIGN,Patricia Norris,The Elephant Man,FALSE
1980,1981,53,COSTUME DESIGN,Anna Senior,My Brilliant Career,FALSE
1980,1981,53,COSTUME DESIGN,Jean-Pierre Dorleac,Somewhere in Time,FALSE
1980,1981,53,COSTUME DESIGN,Anthony Powell,Tess,TRUE
1980,1981,53,COSTUME DESIGN,Paul Zastupnevich,When Time Ran Out,FALSE
1980,1981,53,DIRECTING,David Lynch,The Elephant Man,FALSE
1980,1981,53,DIRECTING,Robert Redford,Ordinary People,TRUE
1980,1981,53,DIRECTING,Martin Scorsese,Raging Bull,FALSE
1980,1981,53,DIRECTING,Richard Rush,The Stunt Man,FALSE
1980,1981,53,DIRECTING,Roman Polanski,Tess,FALSE
1980,1981,53,DOCUMENTARY (Feature),"Ross Spears, Producer",Agee,FALSE
1980,1981,53,DOCUMENTARY (Feature),"Jon Else, Producer",The Day after Trinity,FALSE
1980,1981,53,DOCUMENTARY (Feature),"Murray Lerner, Producer",From Mao to Mozart: Isaac Stern in China,TRUE
1980,1981,53,DOCUMENTARY (Feature),"David Bradbury, Producer",Front Line,FALSE
1980,1981,53,DOCUMENTARY (Feature),"Bengt von zur Muehlen and Arthur Cohn, Producers",The Yellow Star - The Persecution of the Jews in Europe 1933-45,FALSE
1980,1981,53,DOCUMENTARY (Short Subject),"John Watson and Pen Densham, Producers",Don't Mess with Bill,FALSE
1980,1981,53,DOCUMENTARY (Short Subject),"George Casey, Producer",The Eruption of Mount St. Helens,FALSE
1980,1981,53,DOCUMENTARY (Short Subject),"Dick Young, Producer",It's the Same World,FALSE
1980,1981,53,DOCUMENTARY (Short Subject),"Roland Hallé and Peter W. Ladue, Producers",Karl Hess: Toward Liberty,TRUE
1980,1981,53,DOCUMENTARY (Short Subject),"Richard Hawkins and Jorge Preloran, Producers",Luther Metke at 94,FALSE
1980,1981,53,FILM EDITING,Arthur Schmidt,Coal Miner's Daughter,FALSE
1980,1981,53,FILM EDITING,David Blewitt,The Competition,FALSE
1980,1981,53,FILM EDITING,Anne V. Coates,The Elephant Man,FALSE
1980,1981,53,FILM EDITING,Gerry Hambling,Fame,FALSE
1980,1981,53,FILM EDITING,Thelma Schoonmaker,Raging Bull,TRUE
1980,1981,53,FOREIGN LANGUAGE FILM,Hungary,Confidence,FALSE
1980,1981,53,FOREIGN LANGUAGE FILM,Japan,Kagemusha (The Shadow Warrior),FALSE
1980,1981,53,FOREIGN LANGUAGE FILM,France,The Last Metro,FALSE
1980,1981,53,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,TRUE
1980,1981,53,FOREIGN LANGUAGE FILM,Spain,The Nest,FALSE
1980,1981,53,MUSIC (Original Score),John Corigliano,Altered States,FALSE
1980,1981,53,MUSIC (Original Score),John Morris,The Elephant Man,FALSE
1980,1981,53,MUSIC (Original Score),John Williams,The Empire Strikes Back,FALSE
1980,1981,53,MUSIC (Original Score),Michael Gore,Fame,TRUE
1980,1981,53,MUSIC (Original Score),Philippe Sarde,Tess,FALSE
1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,TRUE
1980,1981,53,MUSIC (Original Song),Music and Lyric by Dolly Parton,Nine to Five,FALSE
1980,1981,53,MUSIC (Original Song),Music and Lyric by Willie Nelson,Honeysuckle Rose,FALSE
1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,Fame,FALSE
1980,1981,53,MUSIC (Original Song),Music by Lalo Schifrin; Lyric by Wilbur Jennings,The Competition,FALSE
1980,1981,53,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,FALSE
1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,FALSE
1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,TRUE
1980,1981,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,FALSE
1980,1981,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,FALSE
1980,1981,53,SHORT FILM (Animated),"Frédéric Back, Producer",All Nothing,FALSE
1980,1981,53,SHORT FILM (Animated),"Ferenc Rofusz, Producer",The Fly,TRUE
1980,1981,53,SHORT FILM (Animated),"Michael Mills, Producer",History of the World in Three Minutes Flat,FALSE
1980,1981,53,SHORT FILM (Dramatic Live Action),"Lloyd Phillips, Producer",The Dollar Bottom,TRUE
1980,1981,53,SHORT FILM (Dramatic Live Action),"Bob Carmichael and Greg Lowe, Producers",Fall Line,FALSE
1980,1981,53,SHORT FILM (Dramatic Live Action),"Sally Heckel, Producer",A Jury of Her Peers,FALSE
1980,1981,53,SOUND,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",Altered States,FALSE
1980,1981,53,SOUND,"Richard Portman, Roger Heman, Jim Alexander",Coal Miner's Daughter,FALSE
1980,1981,53,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",The Empire Strikes Back,TRUE
1980,1981,53,SOUND,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",Fame,FALSE
1980,1981,53,SOUND,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz",Raging Bull,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Jonathan Hardy, David Stevens, Bruce Beresford",Breaker Morant,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Tom Rickman,Coal Miner's Daughter,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Christopher DeVore, Eric Bergren, David Lynch",The Elephant Man,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Alvin Sargent,Ordinary People,TRUE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush,The Stunt Man,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),"Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross",Brubaker,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,Fame,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Bo Goldman,Melvin and Howard,TRUE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Jean Gruault,Mon Oncle D'Amerique,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),"Nancy Meyers, Charles Shyer, Harvey Miller",Private Benjamin,FALSE
1980,1981,53,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",The Empire Strikes Back,TRUE
1980,1981,53,HONORARY AWARD, Henry Fonda,,TRUE
1981,1982,54,ACTOR IN A LEADING ROLE,Warren Beatty,Reds,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Henry Fonda,On Golden Pond,TRUE
1981,1982,54,ACTOR IN A LEADING ROLE,Burt Lancaster,Atlantic City,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Dudley Moore,Arthur,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Paul Newman,Absence of Malice,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,TRUE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,FALSE
1981,1982,54,ACTRESS IN A LEADING ROLE,Katharine Hepburn,On Golden Pond,TRUE
1981,1982,54,ACTRESS IN A LEADING ROLE,Diane Keaton,Reds,FALSE
1981,1982,54,ACTRESS IN A LEADING ROLE,Marsha Mason,Only When I Laugh,FALSE
1981,1982,54,ACTRESS IN A LEADING ROLE,Susan Sarandon,Atlantic City,FALSE
1981,1982,54,ACTRESS IN A LEADING ROLE,Meryl Streep,The French Lieutenant's Woman,FALSE
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Absence of Malice,FALSE
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,On Golden Pond,FALSE
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Joan Hackett,Only When I Laugh,FALSE
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Elizabeth McGovern,Ragtime,FALSE
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Reds,TRUE
1981,1982,54,ART DIRECTION,Art Direction:  Assheton Gorton;  Set Decoration:  Ann Mollo,The French Lieutenant's Woman,FALSE
1981,1982,54,ART DIRECTION,Art Direction:  Tambi Larsen;  Set Decoration:  Jim Berkey,Heaven's Gate,FALSE
1981,1982,54,ART DIRECTION,"Art Direction:  John Graysmark, Patrizia Von Brandenstein, Anthony Reading;  Set Decoration:  George de Titta, Sr., George de Titta, Jr., Peter Howitt",Ragtime,FALSE
1981,1982,54,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",Raiders of the Lost Ark,TRUE
1981,1982,54,ART DIRECTION,Art Direction:  Richard Sylbert;  Set Decoration:  Michael Seirton,Reds,FALSE
1981,1982,54,CINEMATOGRAPHY,Alex Thomson,Excalibur,FALSE
1981,1982,54,CINEMATOGRAPHY,Billy Williams,On Golden Pond,FALSE
1981,1982,54,CINEMATOGRAPHY,Miroslav Ondricek,Ragtime,FALSE
1981,1982,54,CINEMATOGRAPHY,Douglas Slocombe,Raiders of the Lost Ark,FALSE
1981,1982,54,CINEMATOGRAPHY,Vittorio Storaro,Reds,TRUE
1981,1982,54,COSTUME DESIGN,Milena Canonero,Chariots of Fire,TRUE
1981,1982,54,COSTUME DESIGN,Tom Rand,The French Lieutenant's Woman,FALSE
1981,1982,54,COSTUME DESIGN,Bob Mackie,Pennies from Heaven,FALSE
1981,1982,54,COSTUME DESIGN,Anna Hill Johnstone,Ragtime,FALSE
1981,1982,54,COSTUME DESIGN,Shirley Russell,Reds,FALSE
1981,1982,54,DIRECTING,Louis Malle,Atlantic City,FALSE
1981,1982,54,DIRECTING,Hugh Hudson,Chariots of Fire,FALSE
1981,1982,54,DIRECTING,Mark Rydell,On Golden Pond,FALSE
1981,1982,54,DIRECTING,Steven Spielberg,Raiders of the Lost Ark,FALSE
1981,1982,54,DIRECTING,Warren Beatty,Reds,TRUE
1981,1982,54,DOCUMENTARY (Feature),"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers",Against Wind and Tide: A Cuban Odyssey,FALSE
1981,1982,54,DOCUMENTARY (Feature),"Ken Burns, Producer",Brooklyn Bridge,FALSE
1981,1982,54,DOCUMENTARY (Feature),"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers",Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,FALSE
1981,1982,54,DOCUMENTARY (Feature),"Glenn Silber and Tete Vasconcellos, Producers",El Salvador: Another Vietnam,FALSE
1981,1982,54,DOCUMENTARY (Feature),"Arnold Schwartzman and Rabbi Marvin Hier, Producers",Genocide,TRUE
1981,1982,54,DOCUMENTARY (Short Subject),"Obie Benz, Producer",Americas in Transition,FALSE
1981,1982,54,DOCUMENTARY (Short Subject),"Nigel Noble, Producer",Close Harmony,TRUE
1981,1982,54,DOCUMENTARY (Short Subject),"Dick Young, Producer",Journey for Survival,FALSE
1981,1982,54,DOCUMENTARY (Short Subject),"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers",See What I Say,FALSE
1981,1982,54,DOCUMENTARY (Short Subject),"Roland Hallé and John Hoover, Producers",Urge to Build,FALSE
1981,1982,54,FILM EDITING,Terry Rawlings,Chariots of Fire,FALSE
1981,1982,54,FILM EDITING,John Bloom,The French Lieutenant's Woman,FALSE
1981,1982,54,FILM EDITING,Robert L. Wolfe,On Golden Pond,FALSE
1981,1982,54,FILM EDITING,Michael Kahn,Raiders of the Lost Ark,TRUE
1981,1982,54,FILM EDITING,"Dede Allen, Craig McKay",Reds,FALSE
1981,1982,54,FOREIGN LANGUAGE FILM,Switzerland,The Boat Is Full,FALSE
1981,1982,54,FOREIGN LANGUAGE FILM,Poland,Man of Iron,FALSE
1981,1982,54,FOREIGN LANGUAGE FILM,Hungary,Mephisto,TRUE
1981,1982,54,FOREIGN LANGUAGE FILM,Japan,Muddy River,FALSE
1981,1982,54,FOREIGN LANGUAGE FILM,Italy,Three Brothers,FALSE
1981,1982,54,MAKEUP,Rick Baker,An American Werewolf in London,TRUE
1981,1982,54,MAKEUP,Stan Winston,Heartbeeps,FALSE
1981,1982,54,MUSIC (Original Score),Vangelis,Chariots of Fire,TRUE
1981,1982,54,MUSIC (Original Score),Alex North,Dragonslayer,FALSE
1981,1982,54,MUSIC (Original Score),Dave Grusin,On Golden Pond,FALSE
1981,1982,54,MUSIC (Original Score),Randy Newman,Ragtime,FALSE
